image_name,tags
test_38144,clear primary
test_38145,clear water
test_38146,clear primary road water
test_38147,clear primary
test_38148,clear primary water
test_38149,clear primary
test_38150,clear primary
test_38151,clear primary
test_38152,clear primary
test_38153,clear primary
test_38154,cloudy
test_38155,clear primary
test_38156,clear primary road agriculture
test_38157,clear primary road agriculture habitation
test_38158,clear primary
test_38159,clear primary
test_38160,clear primary
test_38161,primary water partly_cloudy
test_38162,clear primary road agriculture
test_38163,clear primary
test_38164,primary road agriculture
test_38165,primary road agriculture habitation partly_cloudy
test_38166,clear primary
test_38167,clear primary road agriculture
test_38168,primary road agriculture
test_38169,primary agriculture partly_cloudy
test_38170,clear primary
test_38171,clear primary road agriculture
test_38172,primary partly_cloudy
test_38173,primary agriculture partly_cloudy
test_38174,clear primary water
test_38175,primary agriculture partly_cloudy
test_38176,clear primary
test_38177,clear primary water
test_38178,clear primary
test_38179,clear primary water
test_38180,clear primary road water
test_38181,clear primary water agriculture
test_38182,haze primary water
test_38183,clear primary
test_38184,clear primary agriculture
test_38185,clear primary agriculture cultivation
test_38186,primary partly_cloudy
test_38187,primary agriculture cultivation partly_cloudy
test_38188,primary water habitation partly_cloudy
test_38189,clear primary road agriculture
test_38190,primary partly_cloudy
test_38191,clear primary
test_38192,clear primary agriculture
test_38193,haze primary
test_38194,clear primary
test_38195,clear primary road agriculture
test_38196,clear primary
test_38197,clear primary
test_38198,clear primary water agriculture habitation
test_38199,clear primary
test_38200,clear primary agriculture
test_38201,clear primary agriculture
test_38202,primary agriculture cultivation partly_cloudy
test_38203,clear primary
test_38204,primary partly_cloudy
test_38205,clear primary agriculture cultivation
test_38206,clear primary
test_38207,clear primary
test_38208,clear primary
test_38209,clear primary
test_38210,clear primary
test_38211,primary road agriculture
test_38212,clear primary
test_38213,primary partly_cloudy
test_38214,primary agriculture partly_cloudy
test_38215,clear primary
test_38216,clear primary water
test_38217,haze primary water agriculture
test_38218,clear primary agriculture cultivation
test_38219,clear primary
test_38220,clear primary
test_38221,primary water agriculture partly_cloudy
test_38222,clear primary road agriculture
test_38223,artisinal_mine clear primary water
test_38224,clear primary agriculture cultivation
test_38225,clear primary agriculture
test_38226,clear primary
test_38227,clear primary
test_38228,clear primary
test_38229,clear primary cultivation
test_38230,clear primary
test_38231,primary partly_cloudy
test_38232,clear primary
test_38233,clear water
test_38234,primary partly_cloudy
test_38235,primary partly_cloudy
test_38236,clear primary agriculture
test_38237,clear primary
test_38238,clear primary agriculture
test_38239,primary agriculture partly_cloudy
test_38240,clear primary road agriculture
test_38241,clear primary
test_38242,primary partly_cloudy
test_38243,cloudy
test_38244,clear primary agriculture
test_38245,clear primary road water
test_38246,artisinal_mine clear primary water
test_38247,haze primary agriculture
test_38248,clear primary agriculture
test_38249,primary
test_38250,clear primary agriculture cultivation
test_38251,clear primary road agriculture habitation
test_38252,clear primary
test_38253,clear primary
test_38254,clear primary
test_38255,clear primary
test_38256,clear primary road water agriculture
test_38257,primary agriculture partly_cloudy
test_38258,clear primary road agriculture
test_38259,clear primary water
test_38260,clear primary
test_38261,primary agriculture partly_cloudy
test_38262,clear primary water
test_38263,clear primary
test_38264,clear primary
test_38265,primary partly_cloudy
test_38266,clear primary blow_down
test_38267,clear primary
test_38268,clear primary road agriculture
test_38269,clear primary
test_38270,clear primary
test_38271,clear primary
test_38272,clear primary agriculture
test_38273,clear primary
test_38274,clear primary agriculture
test_38275,clear primary road water
test_38276,clear primary
test_38277,primary partly_cloudy
test_38278,clear primary agriculture cultivation
test_38279,clear primary
test_38280,clear primary road agriculture
test_38281,clear primary
test_38282,clear primary
test_38283,clear primary
test_38284,clear primary
test_38285,clear primary agriculture cultivation
test_38286,clear primary
test_38287,clear primary
test_38288,primary partly_cloudy
test_38289,clear primary
test_38290,clear primary
test_38291,haze primary agriculture cultivation partly_cloudy
test_38292,clear primary agriculture
test_38293,clear primary water agriculture
test_38294,clear primary
test_38295,haze primary water
test_38296,clear haze primary
test_38297,clear agriculture
test_38298,clear primary water
test_38299,clear primary
test_38300,clear primary
test_38301,clear primary agriculture
test_38302,primary partly_cloudy
test_38303,clear primary
test_38304,clear primary road agriculture
test_38305,clear primary water cultivation
test_38306,clear haze primary agriculture
test_38307,haze primary
test_38308,clear primary
test_38309,clear road agriculture
test_38310,clear primary road agriculture habitation
test_38311,clear primary road agriculture habitation
test_38312,clear primary water partly_cloudy
test_38313,primary water partly_cloudy
test_38314,primary slash_burn agriculture partly_cloudy
test_38315,primary partly_cloudy
test_38316,primary partly_cloudy
test_38317,primary partly_cloudy
test_38318,clear primary
test_38319,haze primary
test_38320,primary partly_cloudy
test_38321,clear primary road agriculture
test_38322,haze primary
test_38323,clear primary road agriculture habitation
test_38324,clear primary agriculture cultivation
test_38325,primary agriculture partly_cloudy
test_38326,clear primary
test_38327,clear primary
test_38328,clear primary road agriculture
test_38329,clear primary water agriculture
test_38330,clear primary
test_38331,cloudy
test_38332,cloudy
test_38333,primary agriculture partly_cloudy
test_38334,clear primary agriculture cultivation
test_38335,clear primary water
test_38336,clear primary road agriculture habitation
test_38337,clear primary
test_38338,clear primary
test_38339,clear primary road agriculture
test_38340,cloudy
test_38341,clear primary agriculture cultivation
test_38342,clear primary road agriculture habitation
test_38343,clear water
test_38344,clear primary agriculture
test_38345,clear primary
test_38346,clear primary road agriculture cultivation habitation
test_38347,clear primary water
test_38348,primary agriculture partly_cloudy
test_38349,clear primary
test_38350,clear primary road agriculture
test_38351,primary road partly_cloudy
test_38352,clear primary agriculture
test_38353,clear primary road agriculture
test_38354,clear primary agriculture
test_38355,clear primary road water
test_38356,clear primary
test_38357,clear primary
test_38358,clear primary
test_38359,clear primary road agriculture habitation
test_38360,primary agriculture cultivation partly_cloudy
test_38361,primary
test_38362,clear primary road agriculture
test_38363,clear primary
test_38364,clear primary agriculture
test_38365,clear water
test_38366,clear primary road agriculture
test_38367,clear cloudy
test_38368,clear primary
test_38369,clear primary water
test_38370,primary agriculture cultivation partly_cloudy
test_38371,clear primary
test_38372,clear primary
test_38373,haze primary
test_38374,clear primary
test_38375,clear primary
test_38376,cloudy
test_38377,clear primary water
test_38378,clear primary
test_38379,primary partly_cloudy
test_38380,clear primary road water
test_38381,clear primary agriculture cultivation
test_38382,clear primary
test_38383,cloudy
test_38384,clear road agriculture
test_38385,clear primary
test_38386,primary agriculture
test_38387,primary
test_38388,primary partly_cloudy
test_38389,clear primary
test_38390,clear primary agriculture
test_38391,clear primary
test_38392,clear primary road agriculture habitation
test_38393,clear primary road agriculture cultivation
test_38394,clear primary agriculture
test_38395,clear primary road agriculture cultivation
test_38396,clear primary road agriculture
test_38397,clear primary
test_38398,clear primary agriculture
test_38399,clear primary
test_38400,clear primary agriculture
test_38401,haze primary
test_38402,clear primary road agriculture
test_38403,clear primary
test_38404,primary partly_cloudy
test_38405,cloudy
test_38406,clear primary
test_38407,primary water agriculture partly_cloudy
test_38408,clear primary
test_38409,artisinal_mine clear primary road water habitation
test_38410,cloudy
test_38411,clear primary road habitation
test_38412,primary partly_cloudy
test_38413,cloudy
test_38414,clear primary agriculture
test_38415,clear primary
test_38416,clear primary
test_38417,clear primary road agriculture
test_38418,clear primary
test_38419,clear primary
test_38420,clear primary
test_38421,primary water
test_38422,clear primary agriculture cultivation habitation
test_38423,primary partly_cloudy
test_38424,primary partly_cloudy
test_38425,cloudy
test_38426,clear primary road agriculture habitation
test_38427,primary agriculture partly_cloudy
test_38428,clear haze primary
test_38429,clear primary agriculture cultivation
test_38430,clear primary road water
test_38431,clear primary agriculture
test_38432,primary agriculture partly_cloudy
test_38433,clear primary
test_38434,clear primary water
test_38435,primary road water partly_cloudy
test_38436,clear primary
test_38437,clear primary water agriculture
test_38438,clear primary road agriculture habitation
test_38439,cloudy
test_38440,primary partly_cloudy
test_38441,clear primary
test_38442,clear primary
test_38443,primary agriculture partly_cloudy
test_38444,clear primary road agriculture
test_38445,clear primary water
test_38446,clear primary
test_38447,primary partly_cloudy
test_38448,clear primary agriculture habitation
test_38449,primary road agriculture partly_cloudy
test_38450,primary partly_cloudy
test_38451,clear primary
test_38452,haze primary
test_38453,clear primary
test_38454,clear primary
test_38455,primary road agriculture habitation partly_cloudy
test_38456,clear primary road
test_38457,clear primary
test_38458,clear primary
test_38459,primary partly_cloudy
test_38460,clear primary
test_38461,clear primary
test_38462,clear primary road agriculture
test_38463,clear primary
test_38464,cloudy
test_38465,clear primary road agriculture
test_38466,clear primary
test_38467,primary partly_cloudy
test_38468,clear primary
test_38469,primary water partly_cloudy
test_38470,primary partly_cloudy
test_38471,clear primary road agriculture habitation
test_38472,clear primary
test_38473,primary agriculture partly_cloudy
test_38474,clear primary water agriculture
test_38475,clear primary road water
test_38476,clear primary
test_38477,clear primary road agriculture habitation
test_38478,clear primary water
test_38479,clear primary agriculture
test_38480,clear primary road agriculture
test_38481,clear primary
test_38482,clear primary agriculture cultivation
test_38483,clear primary water
test_38484,primary partly_cloudy
test_38485,clear primary
test_38486,clear primary road habitation
test_38487,clear primary
test_38488,clear primary
test_38489,primary water partly_cloudy
test_38490,haze primary
test_38491,clear primary partly_cloudy
test_38492,haze primary
test_38493,primary agriculture partly_cloudy
test_38494,clear primary
test_38495,primary road agriculture partly_cloudy
test_38496,clear primary
test_38497,cloudy
test_38498,clear primary
test_38499,clear primary agriculture cultivation
test_38500,clear primary
test_38501,primary
test_38502,clear primary
test_38503,clear primary
test_38504,clear primary water agriculture
test_38505,clear primary agriculture
test_38506,clear primary road agriculture
test_38507,clear primary road water agriculture
test_38508,clear primary
test_38509,clear primary road agriculture
test_38510,clear primary
test_38511,clear primary
test_38512,clear primary agriculture
test_38513,clear primary
test_38514,clear primary water
test_38515,clear primary
test_38516,cloudy
test_38517,clear primary agriculture cultivation
test_38518,primary water agriculture partly_cloudy
test_38519,clear primary
test_38520,primary partly_cloudy
test_38521,primary agriculture partly_cloudy
test_38522,clear primary
test_38523,clear primary road agriculture
test_38524,clear primary road agriculture
test_38525,clear primary
test_38526,clear primary
test_38527,clear primary agriculture cultivation
test_38528,clear primary
test_38529,cloudy
test_38530,clear primary water
test_38531,clear primary water
test_38532,haze primary
test_38533,clear primary water agriculture
test_38534,clear primary
test_38535,clear primary agriculture
test_38536,clear primary
test_38537,clear primary
test_38538,clear primary road water
test_38539,primary road agriculture partly_cloudy
test_38540,clear primary agriculture
test_38541,clear primary road agriculture habitation
test_38542,clear primary
test_38543,cloudy
test_38544,clear primary water agriculture
test_38545,clear primary road agriculture
test_38546,clear primary
test_38547,clear primary agriculture
test_38548,clear primary agriculture
test_38549,cloudy
test_38550,clear primary
test_38551,clear primary
test_38552,clear primary
test_38553,primary partly_cloudy
test_38554,clear primary
test_38555,clear primary road habitation
test_38556,clear primary
test_38557,clear primary
test_38558,primary road agriculture habitation
test_38559,clear primary
test_38560,clear primary
test_38561,primary agriculture partly_cloudy
test_38562,cloudy
test_38563,primary partly_cloudy
test_38564,cloudy
test_38565,cloudy
test_38566,primary partly_cloudy
test_38567,clear primary agriculture
test_38568,clear primary road agriculture
test_38569,primary agriculture
test_38570,clear primary
test_38571,haze primary agriculture cultivation
test_38572,clear haze primary water
test_38573,clear primary
test_38574,clear primary
test_38575,clear primary
test_38576,clear primary agriculture cultivation
test_38577,clear primary road agriculture habitation
test_38578,clear primary agriculture
test_38579,clear primary
test_38580,clear primary
test_38581,clear primary road agriculture
test_38582,clear primary agriculture
test_38583,clear primary agriculture
test_38584,primary partly_cloudy
test_38585,clear primary agriculture cultivation
test_38586,clear primary
test_38587,clear primary
test_38588,clear primary
test_38589,clear primary
test_38590,clear primary
test_38591,clear primary road agriculture
test_38592,clear primary agriculture
test_38593,cloudy
test_38594,haze primary
test_38595,clear primary road agriculture
test_38596,clear cloudy
test_38597,cloudy
test_38598,primary partly_cloudy
test_38599,clear primary
test_38600,clear haze primary road agriculture
test_38601,clear primary road agriculture
test_38602,primary partly_cloudy
test_38603,clear primary agriculture
test_38604,clear primary
test_38605,clear primary cultivation
test_38606,primary partly_cloudy
test_38607,cloudy
test_38608,haze primary
test_38609,clear primary cultivation
test_38610,clear primary
test_38611,clear primary
test_38612,primary partly_cloudy
test_38613,clear primary
test_38614,cloudy
test_38615,primary agriculture cultivation partly_cloudy
test_38616,clear primary road agriculture
test_38617,haze primary
test_38618,haze primary road water agriculture
test_38619,clear primary
test_38620,clear primary road agriculture cultivation habitation
test_38621,primary agriculture cultivation partly_cloudy
test_38622,primary partly_cloudy
test_38623,clear primary
test_38624,clear primary
test_38625,primary partly_cloudy
test_38626,clear primary
test_38627,clear primary road agriculture cultivation habitation
test_38628,clear primary water
test_38629,clear primary road agriculture
test_38630,cloudy
test_38631,clear primary agriculture
test_38632,clear primary
test_38633,clear primary water
test_38634,haze primary water
test_38635,cloudy
test_38636,primary road agriculture partly_cloudy
test_38637,clear primary
test_38638,clear primary
test_38639,clear primary water agriculture
test_38640,clear primary water
test_38641,clear primary
test_38642,clear primary
test_38643,clear primary road habitation
test_38644,clear primary
test_38645,clear primary
test_38646,clear primary
test_38647,primary road agriculture partly_cloudy
test_38648,clear primary agriculture
test_38649,clear primary
test_38650,clear primary road agriculture habitation
test_38651,clear primary road habitation
test_38652,clear primary
test_38653,clear primary
test_38654,clear primary
test_38655,cloudy
test_38656,clear primary
test_38657,haze primary
test_38658,clear primary
test_38659,haze primary water
test_38660,clear primary
test_38661,clear primary road agriculture
test_38662,primary partly_cloudy
test_38663,clear primary
test_38664,clear primary agriculture cultivation
test_38665,clear primary road habitation
test_38666,clear primary agriculture cultivation
test_38667,clear primary
test_38668,clear primary
test_38669,clear primary water agriculture
test_38670,clear primary
test_38671,primary road water agriculture partly_cloudy
test_38672,clear primary
test_38673,clear primary
test_38674,primary partly_cloudy
test_38675,primary partly_cloudy
test_38676,clear primary
test_38677,clear primary
test_38678,clear primary
test_38679,clear primary agriculture
test_38680,clear primary
test_38681,clear primary
test_38682,clear primary
test_38683,clear primary agriculture
test_38684,clear primary agriculture cultivation
test_38685,clear primary
test_38686,clear primary
test_38687,clear primary road water
test_38688,clear primary road water agriculture
test_38689,cloudy
test_38690,clear primary
test_38691,clear primary
test_38692,clear primary
test_38693,clear primary road agriculture
test_38694,clear primary road agriculture
test_38695,clear primary agriculture cultivation
test_38696,clear primary
test_38697,clear primary
test_38698,primary partly_cloudy
test_38699,haze water
test_38700,clear primary water
test_38701,primary partly_cloudy
test_38702,primary partly_cloudy
test_38703,clear primary road agriculture
test_38704,artisinal_mine clear primary road water
test_38705,clear primary
test_38706,clear primary
test_38707,clear primary agriculture
test_38708,clear primary agriculture
test_38709,clear primary water
test_38710,clear primary agriculture cultivation
test_38711,clear water
test_38712,clear primary
test_38713,clear primary agriculture cultivation
test_38714,primary partly_cloudy
test_38715,clear primary water
test_38716,clear primary road agriculture
test_38717,clear primary agriculture cultivation
test_38718,clear primary
test_38719,primary partly_cloudy
test_38720,cloudy
test_38721,clear primary road agriculture habitation
test_38722,primary partly_cloudy
test_38723,clear primary agriculture cultivation
test_38724,clear primary road agriculture habitation
test_38725,haze primary road agriculture
test_38726,clear primary
test_38727,haze primary
test_38728,clear primary agriculture
test_38729,clear primary agriculture
test_38730,clear primary
test_38731,clear primary road agriculture habitation
test_38732,clear primary road agriculture
test_38733,clear primary
test_38734,primary partly_cloudy
test_38735,clear primary water
test_38736,primary partly_cloudy
test_38737,clear primary road agriculture habitation
test_38738,clear primary
test_38739,clear primary
test_38740,primary road agriculture habitation partly_cloudy
test_38741,primary partly_cloudy
test_38742,primary partly_cloudy
test_38743,clear primary road agriculture habitation
test_38744,primary water partly_cloudy
test_38745,primary road agriculture partly_cloudy
test_38746,clear primary water
test_38747,clear primary agriculture blow_down
test_38748,clear primary
test_38749,clear primary
test_38750,primary road water agriculture partly_cloudy
test_38751,clear primary road agriculture habitation
test_38752,clear primary
test_38753,clear primary
test_38754,clear primary agriculture cultivation
test_38755,clear primary
test_38756,clear primary
test_38757,clear primary
test_38758,clear primary road agriculture
test_38759,primary partly_cloudy
test_38760,clear primary water agriculture
test_38761,primary partly_cloudy
test_38762,clear primary
test_38763,clear primary
test_38764,cloudy
test_38765,cloudy
test_38766,primary partly_cloudy
test_38767,clear primary water cultivation
test_38768,clear primary road habitation
test_38769,clear primary
test_38770,clear primary
test_38771,clear primary
test_38772,clear primary agriculture
test_38773,clear primary road agriculture
test_38774,clear primary agriculture cultivation
test_38775,clear primary
test_38776,haze primary road water agriculture
test_38777,clear primary
test_38778,primary agriculture habitation partly_cloudy
test_38779,clear primary
test_38780,clear primary
test_38781,clear primary
test_38782,clear primary agriculture cultivation
test_38783,primary agriculture cultivation partly_cloudy
test_38784,primary partly_cloudy
test_38785,primary water partly_cloudy
test_38786,clear primary water agriculture
test_38787,clear primary
test_38788,clear primary
test_38789,primary partly_cloudy
test_38790,primary partly_cloudy
test_38791,primary road agriculture partly_cloudy
test_38792,clear primary road
test_38793,cloudy
test_38794,clear primary road agriculture
test_38795,haze primary agriculture
test_38796,clear primary water agriculture
test_38797,primary road agriculture habitation partly_cloudy
test_38798,clear primary road agriculture
test_38799,clear primary road agriculture
test_38800,clear primary
test_38801,clear primary
test_38802,haze primary
test_38803,clear primary road agriculture
test_38804,clear primary agriculture
test_38805,cloudy
test_38806,primary water cultivation partly_cloudy
test_38807,clear primary road agriculture
test_38808,clear primary
test_38809,clear primary
test_38810,primary road agriculture cultivation habitation
test_38811,primary agriculture partly_cloudy
test_38812,clear primary water
test_38813,clear primary
test_38814,primary road agriculture cultivation habitation partly_cloudy
test_38815,primary partly_cloudy
test_38816,clear primary road water
test_38817,clear primary
test_38818,primary partly_cloudy
test_38819,clear primary road agriculture habitation
test_38820,clear primary water agriculture
test_38821,primary partly_cloudy
test_38822,clear primary water agriculture
test_38823,clear primary road habitation
test_38824,primary road agriculture partly_cloudy
test_38825,clear primary
test_38826,clear primary
test_38827,clear primary agriculture
test_38828,cloudy
test_38829,clear primary
test_38830,clear primary
test_38831,haze primary
test_38832,clear primary road habitation
test_38833,clear primary road
test_38834,primary partly_cloudy
test_38835,cloudy
test_38836,clear primary
test_38837,clear primary agriculture
test_38838,clear primary agriculture
test_38839,clear primary road agriculture cultivation habitation
test_38840,clear primary bare_ground agriculture
test_38841,clear primary road water agriculture
test_38842,primary
test_38843,clear primary road water agriculture
test_38844,primary agriculture partly_cloudy
test_38845,primary partly_cloudy
test_38846,clear primary road agriculture habitation
test_38847,clear primary water agriculture
test_38848,clear primary agriculture cultivation
test_38849,primary road agriculture partly_cloudy
test_38850,clear primary road agriculture habitation
test_38851,clear primary
test_38852,primary agriculture partly_cloudy
test_38853,clear primary
test_38854,clear primary
test_38855,clear primary
test_38856,clear primary road agriculture habitation
test_38857,cloudy
test_38858,clear primary
test_38859,primary partly_cloudy
test_38860,cloudy
test_38861,clear primary water agriculture
test_38862,primary partly_cloudy
test_38863,cloudy
test_38864,clear primary
test_38865,clear primary road agriculture
test_38866,clear primary
test_38867,clear primary road agriculture
test_38868,clear primary water
test_38869,clear primary water agriculture
test_38870,clear primary road agriculture
test_38871,clear primary agriculture
test_38872,clear primary
test_38873,clear primary road habitation
test_38874,clear primary agriculture cultivation
test_38875,clear primary
test_38876,clear primary
test_38877,clear primary road agriculture habitation
test_38878,haze primary road water
test_38879,clear primary road agriculture
test_38880,clear primary
test_38881,clear primary road water agriculture
test_38882,clear primary road agriculture
test_38883,clear primary
test_38884,clear primary
test_38885,clear primary
test_38886,clear primary road water
test_38887,clear primary agriculture cultivation partly_cloudy
test_38888,clear primary road agriculture
test_38889,clear primary
test_38890,clear primary water agriculture
test_38891,clear primary
test_38892,primary partly_cloudy
test_38893,clear primary
test_38894,clear primary
test_38895,clear primary
test_38896,cloudy
test_38897,clear primary
test_38898,clear primary
test_38899,clear primary
test_38900,primary agriculture
test_38901,haze primary
test_38902,clear primary
test_38903,clear primary
test_38904,clear primary water
test_38905,clear primary
test_38906,clear primary road agriculture
test_38907,clear primary
test_38908,artisinal_mine clear primary road water
test_38909,primary partly_cloudy
test_38910,clear primary
test_38911,clear primary agriculture
test_38912,
test_38913,clear primary
test_38914,clear primary
test_38915,clear primary road agriculture
test_38916,clear primary agriculture
test_38917,primary partly_cloudy
test_38918,clear primary
test_38919,clear primary road agriculture
test_38920,clear primary water agriculture
test_38921,haze primary
test_38922,clear primary agriculture cultivation
test_38923,clear primary
test_38924,clear primary
test_38925,haze primary
test_38926,primary partly_cloudy
test_38927,clear primary
test_38928,clear primary road agriculture
test_38929,haze primary cloudy
test_38930,clear primary agriculture cultivation
test_38931,clear primary road agriculture
test_38932,clear primary road agriculture
test_38933,clear primary
test_38934,clear primary water
test_38935,clear primary agriculture cultivation
test_38936,clear primary water
test_38937,clear primary
test_38938,clear primary road agriculture
test_38939,clear primary
test_38940,clear primary water
test_38941,primary agriculture cultivation partly_cloudy
test_38942,clear primary
test_38943,clear primary agriculture
test_38944,clear primary
test_38945,clear primary
test_38946,clear primary
test_38947,clear primary agriculture cultivation
test_38948,clear primary
test_38949,clear primary
test_38950,clear primary agriculture
test_38951,primary water
test_38952,clear primary water habitation
test_38953,haze primary road agriculture
test_38954,primary partly_cloudy
test_38955,clear primary road agriculture
test_38956,clear primary water
test_38957,clear primary agriculture
test_38958,clear primary
test_38959,clear primary water agriculture habitation
test_38960,haze primary
test_38961,cloudy
test_38962,water
test_38963,primary partly_cloudy
test_38964,clear primary agriculture cultivation
test_38965,clear primary agriculture
test_38966,clear primary
test_38967,clear primary
test_38968,primary road agriculture
test_38969,clear primary
test_38970,clear primary
test_38971,clear primary
test_38972,cloudy
test_38973,haze primary
test_38974,clear primary
test_38975,clear primary
test_38976,primary partly_cloudy
test_38977,primary water partly_cloudy
test_38978,primary agriculture partly_cloudy
test_38979,primary cultivation partly_cloudy
test_38980,clear primary
test_38981,clear primary
test_38982,clear primary water
test_38983,clear primary road agriculture habitation
test_38984,clear primary road agriculture
test_38985,cloudy
test_38986,cloudy
test_38987,clear primary
test_38988,clear primary water
test_38989,cloudy
test_38990,clear primary agriculture
test_38991,clear primary road agriculture
test_38992,primary partly_cloudy
test_38993,clear primary road agriculture
test_38994,cloudy
test_38995,clear primary agriculture cultivation
test_38996,clear primary
test_38997,clear primary agriculture
test_38998,clear primary
test_38999,primary road water agriculture
test_39000,clear primary
test_39001,clear primary
test_39002,clear primary
test_39003,clear primary water
test_39004,clear primary
test_39005,clear primary road agriculture cultivation habitation
test_39006,primary agriculture partly_cloudy
test_39007,clear primary
test_39008,clear
test_39009,primary water partly_cloudy
test_39010,clear primary
test_39011,cloudy
test_39012,clear primary
test_39013,clear primary road water
test_39014,primary partly_cloudy
test_39015,primary road agriculture
test_39016,clear primary cultivation
test_39017,clear primary water
test_39018,clear primary
test_39019,clear primary
test_39020,primary partly_cloudy
test_39021,clear primary
test_39022,primary partly_cloudy
test_39023,primary partly_cloudy
test_39024,clear primary bare_ground
test_39025,clear primary
test_39026,clear primary road water habitation
test_39027,clear primary water
test_39028,clear primary
test_39029,primary agriculture cultivation habitation
test_39030,clear primary water
test_39031,primary partly_cloudy
test_39032,artisinal_mine clear primary road water agriculture
test_39033,clear primary agriculture habitation
test_39034,clear primary
test_39035,clear primary
test_39036,clear primary
test_39037,cloudy
test_39038,primary partly_cloudy
test_39039,primary partly_cloudy
test_39040,clear primary
test_39041,clear primary
test_39042,clear primary agriculture cultivation
test_39043,clear primary
test_39044,clear primary
test_39045,clear primary agriculture cultivation
test_39046,clear primary
test_39047,clear water
test_39048,clear primary road agriculture
test_39049,clear primary
test_39050,cloudy
test_39051,clear primary agriculture cultivation
test_39052,cloudy
test_39053,primary water partly_cloudy
test_39054,clear primary road agriculture
test_39055,primary partly_cloudy
test_39056,clear primary
test_39057,clear primary road agriculture
test_39058,primary partly_cloudy
test_39059,clear primary agriculture cultivation
test_39060,clear primary water
test_39061,haze primary
test_39062,primary partly_cloudy
test_39063,clear primary
test_39064,clear primary road agriculture
test_39065,primary partly_cloudy
test_39066,clear primary
test_39067,clear primary
test_39068,clear primary road agriculture habitation
test_39069,clear primary
test_39070,clear primary
test_39071,primary agriculture partly_cloudy
test_39072,clear primary agriculture
test_39073,clear primary
test_39074,clear primary
test_39075,clear primary road water
test_39076,clear primary road agriculture
test_39077,clear primary road habitation
test_39078,clear primary
test_39079,clear primary
test_39080,clear primary
test_39081,clear primary agriculture
test_39082,clear primary
test_39083,haze primary
test_39084,clear primary
test_39085,clear primary
test_39086,clear primary agriculture
test_39087,primary partly_cloudy
test_39088,cloudy
test_39089,clear primary water agriculture
test_39090,clear primary agriculture
test_39091,clear primary road agriculture
test_39092,clear primary
test_39093,primary road water agriculture habitation partly_cloudy
test_39094,primary road agriculture partly_cloudy
test_39095,haze primary
test_39096,clear primary
test_39097,clear primary
test_39098,clear primary road agriculture
test_39099,clear primary agriculture cultivation
test_39100,primary road partly_cloudy
test_39101,primary road water agriculture partly_cloudy
test_39102,primary cultivation partly_cloudy
test_39103,clear primary water
test_39104,primary agriculture partly_cloudy
test_39105,primary water partly_cloudy
test_39106,clear primary
test_39107,clear primary
test_39108,clear primary
test_39109,haze primary
test_39110,clear primary
test_39111,clear primary
test_39112,clear primary water
test_39113,clear primary
test_39114,clear bare_ground
test_39115,clear primary road agriculture cultivation habitation
test_39116,clear primary road agriculture
test_39117,clear primary
test_39118,clear primary
test_39119,clear primary
test_39120,clear primary
test_39121,clear primary road water
test_39122,clear primary water
test_39123,cloudy
test_39124,haze primary water
test_39125,clear primary
test_39126,cloudy
test_39127,clear primary
test_39128,primary partly_cloudy
test_39129,cloudy
test_39130,primary agriculture partly_cloudy
test_39131,clear primary
test_39132,clear primary
test_39133,clear primary
test_39134,clear primary
test_39135,clear primary
test_39136,clear primary
test_39137,clear primary
test_39138,clear primary
test_39139,clear primary agriculture
test_39140,clear primary agriculture
test_39141,clear primary
test_39142,clear primary road agriculture
test_39143,clear primary
test_39144,clear primary road agriculture habitation
test_39145,clear primary
test_39146,clear primary water agriculture
test_39147,clear primary road agriculture cultivation habitation
test_39148,cloudy
test_39149,clear primary
test_39150,clear primary
test_39151,cloudy
test_39152,primary partly_cloudy
test_39153,primary agriculture partly_cloudy
test_39154,primary road agriculture habitation partly_cloudy
test_39155,clear primary
test_39156,clear primary
test_39157,clear primary
test_39158,clear primary
test_39159,clear primary
test_39160,primary partly_cloudy
test_39161,clear primary
test_39162,clear primary
test_39163,clear primary agriculture cultivation
test_39164,clear primary water
test_39165,cloudy
test_39166,clear primary water agriculture
test_39167,clear primary
test_39168,clear primary road habitation
test_39169,
test_39170,clear
test_39171,clear primary
test_39172,primary agriculture
test_39173,primary road water agriculture partly_cloudy
test_39174,primary partly_cloudy
test_39175,clear primary
test_39176,clear primary
test_39177,primary agriculture partly_cloudy
test_39178,primary agriculture partly_cloudy
test_39179,primary road agriculture habitation partly_cloudy
test_39180,primary partly_cloudy
test_39181,clear primary
test_39182,clear primary road agriculture
test_39183,clear primary road
test_39184,clear primary
test_39185,clear primary water
test_39186,primary road agriculture partly_cloudy
test_39187,clear primary road water
test_39188,clear primary
test_39189,clear primary agriculture cultivation
test_39190,primary partly_cloudy
test_39191,clear primary
test_39192,clear primary water
test_39193,clear primary
test_39194,clear primary
test_39195,primary partly_cloudy
test_39196,clear primary
test_39197,clear primary
test_39198,clear primary
test_39199,clear primary
test_39200,cloudy
test_39201,clear primary
test_39202,clear primary
test_39203,clear water
test_39204,clear primary road
test_39205,primary partly_cloudy
test_39206,clear primary road agriculture
test_39207,clear primary
test_39208,clear primary
test_39209,clear primary water
test_39210,primary partly_cloudy
test_39211,clear primary
test_39212,haze primary
test_39213,cloudy
test_39214,clear primary water habitation
test_39215,primary agriculture partly_cloudy
test_39216,clear primary
test_39217,primary cloudy
test_39218,haze primary
test_39219,clear primary
